movie,year,genre,color,language,country,rating,duration,budget
Seabiscuit,2003,Drama,Black and White,English,USA,PG-13,140,87000000
The Bank Job,2008,Crime,Color,English,UK,R,111,20000000
Super 8,2011,Mystery,Color,English,USA,PG-13,112,50000000
There's Something About Mary,1998,Comedy,Color,English,USA,R,107,23000000
Two Lovers,2008,Drama,Color,English,USA,R,110,12000000
Hellboy,2004,Action,Color,English,USA,PG-13,132,66000000
Robin Hood,2010,Action,Color,English,USA,PG-13,156,200000000
The Mask of Zorro,1998,Action,Color,English,USA,PG-13,136,65000000
The Kid,2000,Comedy,Color,English,USA,PG,104,60000000
Back to the Future Part II,1989,Adventure,Color,English,USA,PG,108,40000000
Lord of War,2005,Crime,Color,English,USA,R,122,50000000
Harry Potter and the Chamber of Secrets,2002,Adventure,Color,English,UK,PG,174,100000000
Back to the Future Part III,1990,Adventure,Color,English,USA,PG,118,40000000
They Live,1988,Horror,Color,English,USA,R,93,4000000
Friday,1995,Comedy,Black and White,English,USA,R,97,3500000
Furious 7,2015,Action,Color,English,USA,PG-13,140,190000000
Silverado,1985,Action,Color,English,USA,PG-13,133,26000000
Rocky Balboa,2006,Drama,Color,English,USA,PG,139,24000000
Major League,1989,Comedy,Color,English,USA,R,107,11000000
L.I.E.,2001,Crime,Color,English,USA,NC-17,97,700000
Better Luck Tomorrow,2002,Crime,Color,English,USA,R,98,250000
Kinsey,2004,Biography,Black and White,English,USA,R,118,11000000
Secretary,2002,Comedy,Color,English,USA,R,104,4000000
Slums of Beverly Hills,1998,Comedy,Color,English,USA,R,91,5000000
Middle of Nowhere,2012,Drama,Color,English,USA,R,97,200000
Home Alone,1990,Comedy,Color,English,USA,PG,103,18000000
We Need to Talk About Kevin,2011,Drama,Color,English,UK,R,112,7000000
The Rock,1996,Action,Color,English,USA,R,136,75000000
Big Trouble in Little China,1986,Action,Color,English,USA,PG-13,99,25000000
The Karate Kid,1984,Action,Color,English,USA,PG,126,8000000
The Karate Kid,1984,Action,Color,English,USA,PG,126,8000000
Dredd,2012,Action,Color,English,UK,R,95,35000000
Dredd,2012,Action,Color,English,UK,R,95,35000000
Tinker Tailor Soldier Spy,2011,Drama,Color,English,France,R,127,20000000
Chronicle,2012,Drama,Color,English,USA,PG-13,89,12000000
Cloudy with a Chance of Meatballs,2009,Animation,Color,English,USA,PG,90,100000000
One True Thing,1998,Drama,Color,English,USA,R,127,30000000
Fatal Attraction,1987,Drama,Color,English,USA,R,119,14000000
How the Grinch Stole Christmas,2000,Comedy,Color,English,USA,PG,110,123000000
The Pursuit of Happyness,2006,Biography,Color,English,USA,PG-13,117,55000000
About Time,2013,Drama,Color,English,UK,R,123,12000000
Despicable Me 2,2013,Animation,Color,English,USA,PG,98,76000000
Frida,2002,Biography,Black and White,English,USA,R,123,12000000
About a Boy,2002,Comedy,Color,English,UK,PG-13,101,30000000
I Am Love,2009,Drama,Color,Italian,Italy,R,120,10000000
An Ideal Husband,1999,Comedy,Color,English,UK,PG-13,97,14000000
Reign Over Me,2007,Drama,Color,English,USA,R,124,20000000
The Adventures of Tintin,2011,Action,Color,English,USA,PG,107,135000000
Team America: World Police,2004,Action,Color,English,USA,R,98,30000000
Mother and Child,2009,Drama,Color,English,USA,R,125,4825000
Mean Girls,2004,Comedy,Color,English,USA,PG-13,97,17000000
Joe,2013,Drama,Color,English,USA,R,117,4000000
A Christmas Carol,2009,Animation,Color,English,USA,PG,96,200000000
Fido,2006,Comedy,Black and White,English,Canada,R,93,8000000
The Producers,2005,Comedy,Color,English,USA,PG-13,134,45000000
Fright Night,2011,Comedy,Color,English,USA,R,106,30000000
The Ladykillers,2004,Comedy,Color,English,USA,R,104,35000000
Teacher's Pet,2004,Animation,Color,English,USA,PG,74,10000000
Donnie Brasco,1997,Biography,Color,English,USA,R,147,35000000
Star Wars: Episode III - Revenge of the Sith,2005,Action,Color,English,USA,PG-13,140,113000000
A Time to Kill,1996,Crime,Color,English,USA,R,149,40000000
American Sniper,2014,Action,Color,English,USA,R,133,58800000
The Young Victoria,2009,Biography,Color,English,UK,PG,100,35000000
St. Vincent,2014,Comedy,Color,English,USA,PG-13,102,13000000
Songcatcher,2000,Drama,Color,English,USA,PG-13,109,1800000
Vicky Cristina Barcelona,2008,Drama,Color,English,Spain,PG-13,96,15500000
Michael Collins,1996,Biography,Black and White,English,UK,R,133,28000000
My Week with Marilyn,2011,Biography,Color,English,UK,R,99,6400000
Beyond the Lights,2014,Drama,Color,English,USA,PG-13,116,7000000
The Tree of Life,2011,Drama,Color,English,USA,PG-13,139,32000000
Bend It Like Beckham,2002,Comedy,Color,English,UK,PG-13,112,3500159
Old Joy,2006,Drama,Color,English,USA,Unrated,76,300000
The Haunting,1999,Fantasy,Color,English,USA,PG-13,113,80000000
Apocalypto,2006,Action,Color,Maya,USA,R,139,40000000
Eight Below,2006,Adventure,Color,English,USA,PG,120,40000000
Brave,2012,Adventure,Color,English,USA,PG,93,185000000
GoldenEye,1995,Action,Color,English,UK,PG-13,130,58000000
The Ides of March,2011,Drama,Color,English,USA,R,101,12500000
Tropic Thunder,2008,Action,Color,English,USA,R,121,92000000
Batman Returns,1992,Action,Color,English,USA,PG-13,126,80000000
Surf's Up,2007,Animation,Color,English,USA,PG,85,100000000
Bad Boys,1995,Action,Color,English,USA,R,119,19000000
Primary Colors,1998,Comedy,Color,English,France,R,143,65000000
The Hoax,2006,Comedy,Color,English,USA,R,116,25000000
Red Eye,2005,Mystery,Color,English,USA,PG-13,85,26000000
Sahara,2005,Action,Color,English,UK,PG-13,124,130000000
The Devil's Advocate,1997,Drama,Color,English,USA,R,136,57000000
Eddie the Eagle,2016,Biography,Color,English,UK,PG-13,106,23000000
Eddie the Eagle,2016,Biography,Color,English,UK,PG-13,106,23000000
The Best Exotic Marigold Hotel,2011,Comedy,Color,English,UK,PG-13,124,10000000
Unbreakable,2000,Drama,Color,English,USA,PG-13,106,75000000
Winter in Wartime,2008,Drama,Color,Dutch,Netherlands,R,103,4000000
Wendy and Lucy,2008,Drama,Color,English,USA,R,80,200000
Primer,2004,Drama,Color,English,USA,PG-13,77,7000
East Is East,1999,Comedy,Color,English,UK,R,96,1900000
Unstoppable,2010,Action,Color,English,USA,PG-13,98,100000000
Marvin's Room,1996,Drama,Color,English,USA,PG-13,98,23000000
Bowfinger,1999,Comedy,Color,English,USA,PG-13,85,55000000
The Hobbit: An Unexpected Journey,2012,Adventure,Color,English,USA,PG-13,182,180000000
The Kite Runner,2007,Drama,Color,Dari,USA,PG-13,128,20000000
Amistad,1997,Drama,Color,English,USA,R,155,36000000
Charlie Wilson's War,2007,Biography,Color,English,USA,R,102,75000000
Infamous,2006,Biography,Color,English,USA,R,118,13000000
The SpongeBob SquarePants Movie,2004,Adventure,Color,English,USA,PG,87,30000000
Role Models,2008,Comedy,Color,English,Germany,R,101,28000000
Whip It,2009,Drama,Color,English,USA,PG-13,111,15000000
A Most Wanted Man,2014,Crime,Color,English,UK,R,122,15000000
Blue Car,2002,Drama,Color,English,USA,R,88,1000000
The Brothers McMullen,1995,Comedy,Color,English,USA,R,98,25000
Last Holiday,2006,Adventure,Color,English,USA,PG-13,112,45000000
Changeling,2008,Crime,Color,English,USA,R,141,55000000
Gangster's Paradise: Jerusalema,2008,Action,Color,English,South Africa,R,119,2000000
Caddyshack,1980,Comedy,Color,English,USA,R,98,6000000
Swingers,1996,Comedy,Color,English,USA,R,96,200000
Identity,2003,Mystery,Color,English,USA,R,91,30000000
Flags of Our Fathers,2006,Drama,Color,English,USA,R,135,90000000
A Scanner Darkly,2006,Animation,Color,English,USA,R,100,8700000
Melancholia,2011,Drama,Color,English,Denmark,R,130,7400000
Syriana,2005,Drama,Color,English,USA,R,128,50000000
8 Mile,2002,Drama,Color,English,USA,R,110,41000000
Ghost,1990,Drama,Color,English,USA,PG-13,127,22000000
Syriana,2005,Drama,Color,English,USA,R,128,50000000
Dolphin Tale,2011,Drama,Color,English,USA,PG,113,37000000
Over the Hedge,2006,Adventure,Color,English,USA,PG,83,80000000
Cheap Thrills,2013,Comedy,Color,English,USA,Not Rated,88,200000
Transsiberian,2008,Crime,Color,English,Spain,R,111,15000000
The Sisterhood of the Traveling Pants,2005,Comedy,Color,English,USA,PG,119,25000000
Dreamgirls,2006,Drama,Color,English,USA,PG-13,130,70000000
Top Five,2014,Comedy,Color,English,USA,R,102,12000000
Saint Ralph,2004,Comedy,Color,English,Canada,PG-13,98,6000000
North Country,2005,Drama,Color,English,USA,R,126,35000000
Die Hard 2,1990,Action,Color,English,USA,R,124,70000000
Unleashed,2005,Action,Color,English,France,R,103,45000000
Thunderball,1965,Action,Color,English,UK,Approved,130,9000000
Selena,1997,Biography,Color,English,USA,PG,127,20000000
Midnight Special,2016,Adventure,Color,English,Greece,PG-13,112,18000000
A Mighty Heart,2007,Biography,Color,English,USA,R,108,16000000
Antz,1998,Adventure,Color,English,USA,PG,83,105000000
Courage Under Fire,1996,Action,Color,English,USA,R,116,46000000
The Immigrant,2013,Drama,Color,English,USA,R,120,16000000
"Synecdoche, New York",2008,Comedy,Color,English,USA,R,124,21000000
Clerks II,2006,Comedy,Black and White,English,USA,R,97,5000000
Fantasia 2000,1999,Animation,Color,English,USA,G,74,80000000
The Last Station,2009,Biography,Color,English,Germany,R,112,13000000
Stir of Echoes,1999,Horror,Color,English,USA,R,99,12000000
Me and Orson Welles,2008,Drama,Color,English,UK,PG-13,107,25000000
The Matador,2005,Comedy,Color,English,USA,R,96,10000000
Happiness,1998,Comedy,Color,English,USA,,134,3000000
Contact,1997,Drama,Color,English,USA,PG,150,90000000
Rounders,1998,Crime,Color,English,USA,R,121,12000000
Red Dragon,2002,Crime,Color,English,Germany,R,124,78000000
War Horse,2011,Drama,Black and White,English,USA,PG-13,146,66000000
Arlington Road,1999,Crime,Color,English,USA,R,117,21500000
Seven Psychopaths,2012,Comedy,Color,English,UK,R,110,15000000
Hellraiser,1987,Fantasy,Color,English,UK,R,86,1000000
The Upside of Anger,2005,Comedy,Color,English,USA,R,118,9000000
Home,2015,Adventure,Color,English,USA,PG,94,135000000
Home,2015,Adventure,Color,English,USA,PG,94,135000000
Home,2015,Adventure,Color,English,USA,PG,94,135000000
The Interview,2014,Comedy,Color,English,USA,R,112,44000000
In Good Company,2004,Comedy,Color,English,USA,PG-13,109,26000000
Alfie,2004,Comedy,Color,English,UK,R,103,60000000
The Last Samurai,2003,Action,Color,English,USA,R,154,140000000
Secondhand Lions,2003,Comedy,Color,English,USA,PG,111,30000000
Rudderless,2014,Comedy,Color,English,USA,R,105,5000000
Wristcutters: A Love Story,2006,Comedy,Color,English,USA,R,88,1000000
Rise of the Guardians,2012,Adventure,Color,English,USA,PG,97,145000000
Old School,2003,Comedy,Color,English,USA,R,88,24000000
Never Let Me Go,2010,Drama,Color,English,UK,R,103,15000000
Being Julia,2004,Comedy,Color,English,Canada,R,104,18000000
Human Traffic,1999,Comedy,Color,English,UK,R,99,2200000
Pacific Rim,2013,Action,Color,English,USA,PG-13,131,190000000
This Is the End,2013,Comedy,Color,English,USA,R,107,32000000
Kit Kittredge: An American Girl,2008,Drama,Color,English,USA,G,101,10000000
Lucky Number Slevin,2006,Crime,Color,English,Germany,R,110,27000000
Lucky Number Slevin,2006,Crime,Color,English,Germany,R,110,27000000
Blow,2001,Biography,Color,English,USA,R,124,30000000
White Oleander,2002,Drama,Color,English,USA,PG-13,109,16000000
Get on Up,2014,Biography,Color,English,USA,PG-13,139,30000000
Arbitrage,2012,Drama,Color,English,USA,R,107,12000000
Peggy Sue Got Married,1986,Comedy,Color,English,USA,PG-13,103,18000000
Freaky Friday,2003,Comedy,Color,English,USA,PG,97,26000000
Disturbia,2007,Drama,Color,English,USA,PG-13,105,20000000
Disturbia,2007,Drama,Color,English,USA,PG-13,105,20000000
Panic Room,2002,Crime,Color,English,USA,R,112,48000000
Puss in Boots,2011,Action,Color,English,USA,PG,90,130000000
Rumble in the Bronx,1995,Action,Color,Cantonese,Hong Kong,R,89,7500000
Religulous,2008,Comedy,Color,English,USA,R,101,2500000
Babel,2006,Drama,Color,English,France,R,143,25000000
Iron Man 3,2013,Action,Color,English,USA,PG-13,195,200000000
The Matrix Reloaded,2003,Action,Color,English,USA,R,138,150000000
Coach Carter,2005,Drama,Color,English,USA,PG-13,136,30000000
Made in Dagenham,2010,Biography,Color,English,UK,R,113,7200000
The Amazing Spider-Man,2012,Action,Color,English,USA,PG-13,153,230000000
Julie & Julia,2009,Biography,Color,English,USA,PG-13,123,40000000
Austin Powers: International Man of Mystery,1997,Comedy,Color,English,USA,PG-13,68,17000000
Trollhunter,2010,Comedy,Color,Norwegian,Norway,PG-13,103,19900000
The Devil Wears Prada,2006,Comedy,Color,English,USA,PG-13,109,35000000
The Pirates! Band of Misfits,2012,Adventure,Color,English,UK,PG,88,55000000
The Blair Witch Project,1999,Horror,Black and White,English,USA,R,81,60000
The Blind Side,2009,Biography,Color,English,USA,PG-13,129,29000000
Megamind,2010,Action,Color,English,USA,PG,95,130000000
The Infiltrator,2016,Biography,Color,English,UK,R,127,25000000
Chocolat,2000,Drama,Color,English,UK,PG-13,121,25000000
Molière,2007,Comedy,Color,French,France,PG-13,120,16000000
Lee Daniels' The Butler,2013,Biography,Color,English,USA,PG-13,132,30000000
Nicholas Nickleby,2002,Drama,Color,English,UK,PG,132,10000000
Treasure Planet,2002,Adventure,Color,English,USA,PG,95,140000000
Nixon,1995,Biography,Black and White,English,USA,R,212,50000000
The Spy Who Loved Me,1977,Action,Color,English,UK,PG,123,14000000
Black Mass,2015,Biography,Color,English,USA,R,123,53000000
The East,2013,Drama,Color,English,UK,PG-13,116,6500000
All the Real Girls,2003,Drama,Color,English,USA,R,108,2500000
Inside Deep Throat,2005,Biography,Black and White,English,USA,NC-17,89,2000000
Flushed Away,2006,Adventure,Color,English,UK,PG,85,149000000
Monster House,2006,Animation,Color,English,USA,PG,91,75000000
Love Actually,2003,Comedy,Color,English,UK,R,129,45000000
Dead Man's Shoes,2004,Crime,Black and White,English,UK,,90,695393
The Secret Life of Walter Mitty,2013,Adventure,Color,English,USA,PG,114,90000000
Revolutionary Road,2008,Drama,Color,English,USA,R,119,35000000
Phone Booth,2002,Crime,Color,English,USA,R,81,13000000
Hard Candy,2005,Crime,Color,English,USA,R,104,950000
Mrs. Doubtfire,1993,Comedy,Color,English,USA,PG-13,125,25000000
Napoleon Dynamite,2004,Comedy,Color,English,USA,PG,92,400000
Clean,2004,Drama,Color,French,France,R,110,4500
Ghost Town,2008,Comedy,Color,English,USA,PG-13,102,20000000
Confidence,2003,Crime,Color,English,USA,R,97,15000000
Changing Lanes,2002,Drama,Color,English,USA,R,91,45000000
The House of the Devil,2009,Horror,Color,English,USA,R,95,900000
Sherlock Holmes,2009,Action,Color,English,USA,PG-13,128,90000000
Eyes Wide Shut,1999,Drama,Color,English,UK,R,159,65000000
The End of the Affair,1999,Drama,Color,English,UK,R,102,23000000
We Were Soldiers,2002,Action,Color,English,USA,R,124,75000000
Mission: Impossible III,2006,Action,Color,English,USA,PG-13,124,150000000
Warm Bodies,2013,Comedy,Color,English,USA,PG-13,98,35000000
Buffalo Soldiers,2001,Comedy,Color,English,UK,R,98,15000000
The Score,2001,Crime,Color,English,USA,R,124,68000000
Contagion,2011,Drama,Color,English,USA,PG-13,106,60000000
School for Scoundrels,2006,Comedy,Color,English,USA,PG-13,108,20000000
Mighty Joe Young,1998,Action,Color,English,USA,PG,114,90000000
Short Cut to Nirvana: Kumbh Mela,2004,Documentary,Color,English,USA,Unrated,85,200000
Rio,2011,Adventure,Color,English,USA,G,96,90000000
The Cooler,2003,Crime,Color,English,USA,R,101,3200000
Sea of Love,1989,Crime,Color,English,USA,R,113,19000000
Like Crazy,2011,Drama,Color,English,USA,PG-13,90,250000
Your Sister's Sister,2011,Comedy,Color,English,USA,R,90,125000
My Big Fat Greek Wedding,2002,Comedy,Color,English,USA,PG,95,5000000
Undercover Brother,2002,Action,Color,English,USA,PG-13,86,25000000
Sarah's Key,2010,Drama,Color,French,France,PG-13,111,10000000
Death at a Funeral,2007,Comedy,Color,English,USA,R,87,9000000
Death at a Funeral,2007,Comedy,Color,English,USA,R,87,9000000
The Life Aquatic with Steve Zissou,2004,Adventure,Color,English,USA,R,119,50000000
The Bubble,2006,Comedy,Color,Hebrew,Israel,Unrated,90,1500000
Things We Lost in the Fire,2007,Drama,Color,English,USA,R,118,16000000
My Dog Skip,2000,Drama,Color,English,USA,PG,95,5000000
Saved!,2004,Comedy,Color,English,USA,PG-13,92,5000000
Watchmen,2009,Action,Color,English,USA,R,215,130000000
The Express,2008,Biography,Black and White,English,USA,PG,130,40000000
Thor,2011,Action,Color,English,USA,PG-13,115,150000000
Steamboy,2004,Action,Color,Japanese,Japan,PG-13,103,2127519898
The Firm,1993,Drama,Color,English,USA,R,154,42000000
The Client,1994,Crime,Color,English,USA,PG-13,119,45000000
Tuck Everlasting,2002,Drama,Color,English,USA,PG,90,15000000
Rosewater,2014,Biography,Color,English,USA,R,103,5000000
Happy Feet,2006,Animation,Color,English,USA,PG,108,100000000
The Road,2009,Adventure,Color,English,USA,R,111,25000000
Cold Mountain,2003,Adventure,Color,English,USA,R,154,79000000
10 Things I Hate About You,1999,Comedy,Color,English,USA,PG-13,97,16000000
Trance,2013,Crime,Color,English,UK,R,101,20000000
Trance,2013,Crime,Color,English,UK,R,101,20000000
Patriot Games,1992,Action,Color,English,USA,R,117,45000000
Return to Me,2000,Comedy,Color,English,USA,PG,115,24000000
Fair Game,2010,Biography,Color,English,USA,PG-13,108,22000000
Beavis and Butt-Head Do America,1996,Adventure,Color,English,USA,PG-13,81,12000000
A Prairie Home Companion,2006,Comedy,Color,English,USA,PG-13,105,10000000
Copycat,1995,Crime,Color,English,USA,R,123,20000000
Thumbsucker,2005,Comedy,Color,English,USA,R,96,4000000
You Kill Me,2007,Comedy,Color,English,USA,R,93,4000000
Made,2001,Comedy,Color,English,USA,R,95,5000000
Scream 2,1997,Horror,Color,English,USA,R,120,24000000
The Reader,2008,Drama,Color,English,USA,R,124,32000000
The Salton Sea,2002,Crime,Color,English,USA,R,103,18000000
Spy Game,2001,Action,Color,English,Germany,R,114,92000000
Kill the Messenger,2014,Biography,Color,English,USA,R,112,5000000
Trust,2010,Crime,Color,English,USA,R,106,9500000
Mr. Peabody & Sherman,2014,Adventure,Color,English,USA,PG,92,145000000
Sliding Doors,1998,Comedy,Color,English,UK,R,99,9000000
The Rundown,2003,Action,Color,English,USA,PG-13,104,85000000
Inherent Vice,2014,Comedy,Color,English,USA,R,148,20000000
Pooh's Heffalump Movie,2005,Animation,Color,English,USA,G,68,20000000
Arachnophobia,1990,Comedy,Color,English,USA,PG-13,103,31000000
Shall We Dance,2004,Comedy,Color,English,USA,PG-13,106,50000000
Benji,1974,Adventure,Color,English,USA,G,86,500000
The Terminal,2004,Comedy,Color,English,USA,PG-13,128,60000000
Pineapple Express,2008,Action,Color,English,USA,R,117,27000000
The Contender,2000,Drama,Color,English,USA,R,126,20000000
The Wackness,2008,Comedy,Color,English,USA,R,99,6000000
Hanna,2011,Action,Color,English,USA,PG-13,111,30000000
City of Angels,1998,Drama,Color,English,Germany,PG-13,114,55000000
Crocodile Dundee,1986,Adventure,Color,English,Australia,PG-13,93,8800000
Baby Boy,2001,Crime,Black and White,English,USA,R,130,16000000
Taken,2008,Action,Color,English,France,PG-13,93,25000000
Cloud Atlas,2012,Drama,Color,English,Germany,R,172,102000000
The Croods,2013,Adventure,Color,English,USA,PG,98,135000000
The Hundred-Foot Journey,2014,Comedy,Color,English,USA,PG,122,22000000
Cube,1997,Mystery,Color,English,Canada,R,90,365000
Starship Troopers,1997,Action,Color,English,USA,R,129,105000000
Ip Man 3,2015,Action,Color,Cantonese,Hong Kong,PG-13,105,36000000
Madagascar 3: Europe's Most Wanted,2012,Adventure,Color,English,USA,PG,93,145000000
Basquiat,1996,Biography,Color,English,USA,R,108,3300000
On Her Majesty's Secret Service,1969,Action,Color,English,UK,M,142,7000000
Analyze This,1999,Comedy,Color,English,USA,R,103,30000000
Compliance,2012,Biography,Color,English,USA,R,90,270000
Tin Cup,1996,Comedy,Color,English,USA,R,135,45000000
Spy Kids,2001,Action,Color,English,USA,PG,88,35000000
The Circle,2000,Drama,Color,Persian,Iran,Not Rated,90,10000
The Man from U.N.C.L.E.,2015,Action,Color,English,USA,PG-13,116,75000000
From Dusk Till Dawn,1996,Crime,Color,English,USA,R,108,19000000
The Secret Life of Bees,2008,Drama,Color,English,USA,PG-13,110,11000000
Mission: Impossible,1996,Action,Color,English,USA,PG-13,110,80000000
RED,2010,Action,Color,English,USA,PG-13,111,58000000
Danny Collins,2015,Comedy,Color,English,USA,R,106,10000000
Jurassic World,2015,Action,Color,English,USA,PG-13,124,150000000
Curse of the Golden Flower,2006,Drama,Color,Mandarin,China,R,114,45000000
Trainwreck,2015,Comedy,Color,English,Japan,R,129,35000000
Southpaw,2015,Drama,Color,English,USA,R,124,30000000
Man on the Moon,1999,Biography,Color,English,UK,R,118,52000000
"Lovely, Still",2008,Drama,Color,English,USA,PG,90,5000000
I Am Legend,2007,Drama,Color,English,USA,PG-13,104,150000000
The Outsiders,1983,Crime,Color,English,USA,PG-13,114,10000000
Transformers,2007,Action,Color,English,USA,PG-13,144,150000000
The Patriot,2000,Action,Color,English,USA,R,142,110000000
Ted,2012,Comedy,Color,English,USA,R,112,50000000
Big Eyes,2014,Biography,Color,English,USA,PG-13,106,10000000
The Cotton Club,1984,Crime,Color,English,USA,R,123,58000000
Shaft,2000,Action,Color,English,Germany,R,99,46000000
The Doors,1991,Biography,Color,English,USA,R,140,38000000
Cloverfield,2008,Action,Color,English,USA,PG-13,85,25000000
Buried,2010,Drama,Color,English,Spain,R,95,3000000
The Debt,2010,Drama,Color,English,USA,R,113,20000000
The Pledge,2001,Crime,Color,English,USA,R,124,45000000
Saints and Soldiers,2003,Action,Color,English,USA,PG-13,90,780000
Contraband,2012,Action,Color,English,USA,R,109,25000000
Troy,2004,Adventure,Color,English,USA,R,196,175000000
Pitch Black,2000,Horror,Color,English,USA,R,112,23000000
Burn After Reading,2008,Comedy,Color,English,USA,R,96,37000000
The Brothers Bloom,2008,Adventure,Color,English,USA,PG-13,114,20000000
Cruel Intentions,1999,Drama,Color,English,USA,R,97,10500000
The Iceman,2012,Biography,Color,English,USA,R,106,10000000
The Grey,2011,Action,Color,English,USA,R,117,25000000
Don Juan DeMarco,1994,Comedy,Color,English,USA,PG-13,97,25000000
Signs,2002,Drama,Color,English,USA,PG-13,106,72000000
Sherrybaby,2006,Drama,Color,English,USA,R,96,2000000
The Grandmaster,2013,Action,Color,Mandarin,Hong Kong,PG-13,122,38600000
Bandslam,2009,Comedy,Color,English,USA,PG,111,20000000
Daylight,1996,Action,Color,English,USA,PG-13,114,80000000
RocknRolla,2008,Action,Color,English,UK,R,114,18000000
A.I. Artificial Intelligence,2001,Adventure,Color,English,USA,PG-13,146,100000000
Lords of Dogtown,2005,Biography,Color,English,USA,PG-13,107,25000000
Real Women Have Curves,2002,Comedy,Color,English,USA,PG-13,90,3000000
Ocean's Thirteen,2007,Crime,Color,English,USA,PG-13,122,85000000
Horrible Bosses,2011,Comedy,Color,English,USA,R,106,35000000
Romeo + Juliet,1996,Drama,Color,English,USA,PG-13,120,14500000
Stoker,2013,Drama,Color,English,UK,R,99,12000000
Dragonslayer,1981,Action,Color,English,USA,PG,108,18000000
Catch a Fire,2006,Biography,Color,English,France,PG-13,98,14000000
Pontypool,2008,Fantasy,Color,English,Canada,Not Rated,95,1500000
Talladega Nights: The Ballad of Ricky Bobby,2006,Action,Color,English,USA,PG-13,122,73000000
Crazy/Beautiful,2001,Drama,Color,English,USA,PG-13,135,14000000
The Longest Yard,2005,Comedy,Color,English,USA,PG-13,113,82000000
Bedazzled,2000,Comedy,Color,English,USA,PG-13,93,48000000
Dark Water,2005,Drama,Color,English,USA,PG-13,103,30000000
Point Break,2015,Action,Color,English,USA,PG-13,114,105000000
Point Break,2015,Action,Color,English,USA,PG-13,114,105000000
The Adjustment Bureau,2011,Romance,Color,English,USA,PG-13,106,50200000
Spaceballs,1987,Adventure,Color,English,USA,PG,96,22700000
Away We Go,2009,Comedy,Color,English,USA,R,98,17000000
Prometheus,2012,Adventure,Color,English,USA,R,124,130000000
Cadillac Records,2008,Biography,Color,English,USA,R,109,12000000
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,Adventure,Color,English,USA,PG,150,180000000
The Mask,1994,Action,Color,English,USA,PG-13,114,18000000
Cop Land,1997,Crime,Color,English,USA,R,120,10000000
The History Boys,2006,Comedy,Color,English,UK,R,109,2000000
My Girl,1991,Comedy,Color,English,USA,PG-13,102,16500000
Charlie and the Chocolate Factory,2005,Adventure,Color,English,USA,PG,115,150000000
Criminal,2016,Action,Color,English,UK,R,113,31500000
While We're Young,2014,Comedy,Color,English,USA,R,97,10000000
The Nutty Professor,1996,Comedy,Color,English,USA,PG-13,95,54000000
Man on Fire,2004,Action,Color,English,USA,R,146,70000000
Perfume: The Story of a Murderer,2006,Crime,Color,English,Germany,R,147,50000000
World War Z,2013,Action,Color,English,USA,PG-13,123,190000000
Public Enemies,2009,Biography,Color,English,USA,R,140,100000000
Independence Day,1996,Action,Color,English,USA,PG-13,154,75000000
Quartet,2012,Comedy,Color,English,UK,PG-13,98,11000000
Next Stop Wonderland,1998,Comedy,Color,English,USA,R,104,1000000
Funny Games,2007,Crime,Color,English,USA,R,111,15000000
Stake Land,2010,Drama,Color,English,USA,R,98,650000
Bad Company,2002,Action,Color,English,USA,PG-13,116,70000000
Across the Universe,2007,Drama,Color,English,USA,PG-13,133,45000000
Across the Universe,2007,Drama,Color,English,USA,PG-13,133,45000000
The Hudsucker Proxy,1994,Comedy,Black and White,English,UK,PG,111,30000000
Thor: The Dark World,2013,Action,Color,English,USA,PG-13,112,170000000
"I, Robot",2004,Action,Color,English,USA,PG-13,115,120000000
Pretty Woman,1990,Comedy,Color,English,USA,R,125,14000000
The Incredible Hulk,2008,Action,Color,English,USA,PG-13,135,150000000
The Boxtrolls,2014,Adventure,Color,English,USA,PG,96,60000000
The Best Man Holiday,2013,Comedy,Color,English,USA,R,123,17000000
Curious George,2006,Adventure,Color,English,USA,G,78,50000000
Don Jon,2013,Comedy,Color,English,USA,R,90,3000000
You've Got Mail,1998,Comedy,Color,English,USA,PG,119,65000000
The Horse Whisperer,1998,Drama,Color,English,USA,PG-13,170,60000000
Keeping the Faith,2000,Comedy,Color,English,USA,PG-13,128,30000000
Once Upon a Time in Mexico,2003,Action,Color,English,USA,R,102,29000000
Mystic Pizza,1988,Comedy,Color,English,USA,R,104,6000000
Saw,2004,Horror,Color,English,USA,R,103,1200000
The Hobbit: The Battle of the Five Armies,2014,Adventure,Color,English,New Zealand,PG-13,164,250000000
The Mist,2007,Horror,Color,English,USA,R,126,18000000
Mallrats,1995,Comedy,Color,English,USA,R,123,6000000
Blade,1998,Action,Color,English,USA,R,110,45000000
You Only Live Twice,1967,Action,Color,English,UK,Approved,117,9500000
Con Air,1997,Action,Color,English,USA,R,123,75000000
Prefontaine,1997,Biography,Color,English,USA,PG-13,106,8000000
The Other Guys,2010,Action,Color,English,USA,PG-13,116,100000000
Ramona and Beezus,2010,Adventure,Color,English,USA,G,103,15000000
The Spiderwick Chronicles,2008,Adventure,Color,English,USA,PG,107,90000000
Hitch,2005,Comedy,Color,English,USA,PG-13,118,70000000
Air Force One,1997,Action,Color,English,USA,R,124,85000000
The Assassin,2015,Action,Color,Mandarin,Taiwan,Not Rated,105,15000000
Enemy at the Gates,2001,Drama,Color,English,USA,R,131,68000000
Secretariat,2010,Biography,Color,English,USA,PG,123,35000000
