movie,year,genre,color,language,country,rating,duration,budget
Lucy,2014,Action,Color,English,France,R,89,40000000
Our Idiot Brother,2011,Comedy,Color,English,USA,R,90,5000000
The Tigger Movie,2000,Animation,Color,English,USA,G,77,30000000
Muppets from Space,1999,Adventure,Color,English,USA,G,87,24000000
Idlewild,2006,Crime,Color,English,USA,R,121,15000000
Into the Woods,2014,Adventure,Color,English,USA,PG,125,50000000
Kindergarten Cop,1990,Action,Color,English,USA,PG-13,111,26000000
Stuart Little 2,2002,Adventure,Color,English,USA,PG,77,120000000
The Bucket List,2007,Adventure,Color,English,USA,PG-13,97,45000000
Oblivion,2013,Action,Color,English,USA,PG-13,124,120000000
Legend of the Guardians: The Owls of Ga'Hoole,2010,Action,Color,English,USA,PG,101,80000000
We Own the Night,2007,Crime,Color,English,USA,R,117,21000000
The Lake House,2006,Drama,Color,English,USA,PG,99,40000000
The Beaver,2011,Drama,Color,English,USA,PG-13,91,21000000
Australia,2008,Adventure,Color,English,Australia,PG-13,165,130000000
My Date with Drew,2004,Documentary,Color,English,USA,PG,90,1100
Varsity Blues,1999,Comedy,Color,English,USA,R,106,16000000
Fever Pitch,2005,Comedy,Color,English,USA,PG-13,104,30000000
World Trade Center,2006,Drama,Color,English,USA,PG-13,129,63000000
The Three Musketeers,2011,Action,Color,English,Germany,PG-13,110,75000000
The Flowers of War,2011,Drama,Color,Mandarin,China,R,146,94000000
August Rush,2007,Drama,Color,English,USA,PG,114,30000000
Green Zone,2010,Action,Color,English,France,R,115,100000000
Vanilla Sky,2001,Fantasy,Color,English,USA,R,141,68000000
Hidalgo,2004,Action,Color,English,USA,PG-13,136,100000000
Take the Lead,2006,Drama,Color,English,USA,PG-13,118,30000000
Diamonds Are Forever,1971,Action,Color,English,UK,GP,120,7200000
Dinosaur,2000,Adventure,Color,English,USA,PG,82,127500000
A Walk Among the Tombstones,2014,Crime,Color,English,USA,R,114,28000000
Daybreakers,2009,Action,Color,English,Australia,R,98,20000000
Ocean's Twelve,2004,Crime,Color,English,USA,PG-13,125,110000000
Kate & Leopold,2001,Comedy,Color,English,USA,PG-13,123,48000000
Because of Winn-Dixie,2005,Comedy,Color,English,USA,PG,106,14000000
The First Wives Club,1996,Comedy,Color,English,USA,PG,103,26000000
In Too Deep,1999,Crime,Color,English,USA,R,95,7000000
Charlie's Angels,2000,Action,Color,English,USA,PG-13,94,92000000
Bobby,2006,Drama,Color,English,USA,R,112,14000000
The Road to El Dorado,2000,Adventure,Color,English,USA,PG,89,95000000
Any Given Sunday,1999,Drama,Color,English,USA,R,156,55000000
Conspiracy Theory,1997,Action,Color,English,USA,R,135,75000000
Anna and the King,1999,Drama,Color,English,USA,PG-13,148,75000000
Seeking a Friend for the End of the World,2012,Adventure,Black and White,English,USA,R,101,10000000
The Running Man,1987,Action,Color,English,USA,R,101,27000000
Lonesome Jim,2005,Comedy,Color,English,USA,R,91,500000
Get Smart,2008,Action,Color,English,USA,PG-13,110,80000000
For Love of the Game,1999,Drama,Color,English,USA,PG-13,137,50000000
The Informant!,2009,Comedy,Color,English,USA,R,108,21000000
Funny People,2009,Comedy,Color,English,USA,R,153,75000000
Beowulf,2007,Action,Color,English,USA,PG-13,115,150000000
Risen,2016,Action,Color,English,USA,PG-13,107,20000000
Land of the Dead,2005,Horror,Black and White,English,Canada,R,97,15000000
Sleep Dealer,2008,Drama,Color,Spanish,USA,PG-13,90,2500000
Snakes on a Plane,2006,Action,Color,English,Germany,R,105,33000000
Snakes on a Plane,2006,Action,Color,English,Germany,R,105,33000000
Crank,2006,Action,Color,English,USA,R,93,12000000
Harsh Times,2005,Action,Color,English,USA,R,116,2000000
The Book of Eli,2010,Action,Color,English,USA,R,118,80000000
Project X,2012,Comedy,Color,English,USA,R,93,12000000
Joy,2015,Biography,Color,English,USA,PG-13,124,60000000
Blast from the Past,1999,Comedy,Color,English,USA,PG-13,112,35000000
The Last House on the Left,2009,Crime,Color,English,USA,R,114,15000000
The Last House on the Left,2009,Crime,Color,English,USA,R,114,15000000
Big Trouble,2002,Comedy,Color,English,USA,PG-13,74,40000000
Choke,2008,Comedy,Color,English,USA,R,92,3000000
Alone with Her,2006,Crime,Black and White,English,USA,Not Rated,78,1000000
Stuck on You,2003,Comedy,Color,English,USA,PG-13,118,55000000
Mortal Kombat,1995,Action,Color,English,USA,PG-13,101,18000000
How Stella Got Her Groove Back,1998,Comedy,Color,English,USA,R,124,20000000
Hotel Transylvania,2012,Animation,Color,English,USA,PG,91,85000000
X-Men: The Last Stand,2006,Action,Color,English,Canada,PG-13,104,210000000
Super,2010,Comedy,Color,English,USA,R,96,2500000
K-19: The Widowmaker,2002,Drama,Color,English,UK,PG-13,138,100000000
Tomorrow Never Dies,1997,Action,Color,English,UK,PG-13,119,110000000
A Perfect Getaway,2009,Adventure,Color,English,USA,R,108,14000000
Be Kind Rewind,2008,Comedy,Color,English,UK,PG-13,102,20000000
Mamma Mia!,2008,Comedy,Color,English,USA,PG-13,108,52000000
Tower Heist,2011,Action,Color,English,USA,PG-13,104,75000000
Killing Them Softly,2012,Crime,Color,English,USA,R,97,15000000
The Butterfly Effect,2004,Sci-Fi,Color,English,USA,R,120,13000000
We're the Millers,2013,Comedy,Color,English,USA,R,118,37000000
Jersey Boys,2014,Biography,Color,English,USA,R,134,40000000
Safe House,2012,Action,Color,English,USA,R,115,85000000
Yes Man,2008,Comedy,Color,English,USA,PG-13,104,70000000
The Shipping News,2001,Drama,Color,English,USA,R,111,35000000
Rendition,2007,Drama,Color,English,USA,R,122,27500000
"Mystery, Alaska",1999,Comedy,Color,English,Canada,R,119,28000000
Midnight in the Garden of Good and Evil,1997,Crime,Color,English,USA,R,155,30000000
A Lot Like Love,2005,Comedy,Color,English,USA,PG-13,107,30000000
De-Lovely,2004,Biography,Black and White,English,USA,PG-13,125,20000000
Ella Enchanted,2004,Comedy,Color,English,USA,PG,96,35000000
Krampus,2015,Comedy,Color,English,USA,PG-13,98,15000000
Save the Last Dance,2001,Drama,Color,English,USA,PG-13,112,13000000
The Women,2008,Comedy,Color,English,USA,PG-13,114,16500000
X-Men: Apocalypse,2016,Action,Color,English,USA,PG-13,144,178000000
Jason Bourne,2016,Action,Color,English,UK,PG-13,123,120000000
Hesher,2010,Drama,Color,English,USA,R,106,7000000
Radio,2003,Biography,Color,English,USA,PG,109,35000000
The Bourne Legacy,2012,Action,Color,English,USA,PG-13,135,125000000
Star Wars: Episode II - Attack of the Clones,2002,Action,Color,English,USA,PG,142,115000000
The Great Raid,2005,Action,Black and White,Filipino,USA,R,132,80000000
Free State of Jones,2016,Action,Color,English,USA,R,139,50000000
The Ballad of Jack and Rose,2005,Drama,Color,English,USA,R,112,1500000
Lethal Weapon 4,1998,Action,Color,English,USA,R,127,140000000
Blood Work,2002,Action,Color,English,USA,R,110,50000000
Phenomenon,1996,Drama,Color,English,USA,PG,123,32000000
Jindabyne,2006,Crime,Color,English,Australia,R,118,15000000
Mama,2013,Fantasy,Color,English,Canada,PG-13,100,20000000
City of Ghosts,2002,Crime,Color,English,USA,R,116,17500000
Poetic Justice,1993,Drama,Color,English,USA,R,109,14000000
Babe: Pig in the City,1998,Adventure,Color,English,Australia,G,97,80000000
The Promise,2005,Action,Color,Mandarin,China,PG-13,103,60000000
The Innkeepers,2011,Horror,Color,English,USA,R,101,750000
Wicker Park,2004,Drama,Color,English,USA,PG-13,114,30000000
Wicker Park,2004,Drama,Color,English,USA,PG-13,114,30000000
Simon Birch,1998,Comedy,Color,English,USA,PG,114,30000000
Imagine Me & You,2005,Comedy,Color,English,UK,R,90,7900000
Hotel Transylvania 2,2015,Animation,Color,English,USA,PG,89,80000000
Lethal Weapon 3,1992,Action,Color,English,USA,R,121,35000000
The White Countess,2005,Drama,Color,English,UK,PG-13,135,16000000
Black Rain,1989,Action,Color,English,USA,R,125,30000000
The Second Best Exotic Marigold Hotel,2015,Comedy,Color,English,UK,PG,122,10000000
Can't Hardly Wait,1998,Comedy,Color,English,USA,PG-13,100,10000000
Northfork,2003,Drama,Color,English,USA,PG-13,103,1900000
Spider-Man 3,2007,Action,Color,English,USA,PG-13,156,258000000
Spider-Man 3,2007,Action,Color,English,USA,PG-13,156,258000000
Orgazmo,1997,Comedy,Color,English,USA,NC-17,92,1000000
Get Carter,2000,Action,Color,English,USA,R,102,40000000
Boiler Room,2000,Crime,Color,English,USA,R,120,8000000
The Neon Demon,2016,Horror,Color,English,France,R,118,7000000
Unknown,2011,Action,Color,English,UK,PG-13,113,30000000
Unknown,2011,Action,Color,English,UK,PG-13,113,30000000
Bad Moms,2016,Comedy,Color,English,USA,R,100,20000000
Bad Moms,2016,Comedy,Color,English,USA,R,100,20000000
Down in the Valley,2005,Drama,Color,English,USA,R,108,8000000
Big Daddy,1999,Comedy,Color,English,USA,PG-13,93,34200000
Heartbreakers,2001,Comedy,Color,English,USA,PG-13,123,35000000
The Five-Year Engagement,2012,Comedy,Color,English,USA,R,131,30000000
Win a Date with Tad Hamilton!,2004,Comedy,Color,English,USA,PG-13,95,24000000
National Treasure,2004,Action,Color,English,USA,PG,131,100000000
The Amazing Spider-Man 2,2014,Action,Color,English,USA,PG-13,142,200000000
Escape Plan,2013,Action,Color,English,USA,R,115,50000000
John Carter,2012,Action,Color,English,USA,PG-13,132,263700000
The Pelican Brief,1993,Crime,Color,English,USA,PG-13,141,45000000
Recess: School's Out,2001,Animation,Color,English,USA,G,82,23000000
Shrek Forever After,2010,Adventure,Color,English,USA,PG,93,165000000
Marie Antoinette,2006,Biography,Color,English,USA,PG-13,123,40000000
Diary of a Wimpy Kid: Dog Days,2012,Comedy,Color,English,USA,PG,94,22000000
Hamlet 2,2008,Comedy,Color,English,USA,R,92,9000000
Winter Passing,2005,Comedy,Color,English,USA,R,98,3500000
The Ninth Gate,1999,Mystery,Color,English,Spain,R,133,38000000
Money Monster,2016,Crime,Color,English,USA,R,98,27000000
Promised Land,2012,Drama,Color,English,USA,R,106,15000000
The Skeleton Key,2005,Horror,Black and White,English,USA,PG-13,104,43000000
Morning Glory,2010,Comedy,Color,English,USA,PG-13,107,40000000
Riding in Cars with Boys,2001,Biography,Color,English,USA,PG-13,132,48000000
The Last Stand,2013,Action,Color,English,USA,R,107,45000000
Flawless,1999,Comedy,Color,English,USA,R,112,15000000
Date Night,2010,Comedy,Color,English,USA,PG-13,101,55000000
The Visit,2015,Horror,Color,English,USA,PG-13,94,5000000
From Hell,2001,Horror,Color,English,USA,R,122,35000000
From Hell,2001,Horror,Color,English,USA,R,122,35000000
Martian Child,2007,Comedy,Color,English,USA,PG,106,27000000
Miracles from Heaven,2016,Drama,Color,English,USA,PG,109,13000000
Hostage,2005,Action,Color,English,USA,R,113,52000000
The Joneses,2009,Comedy,Color,English,USA,R,96,5000000
Riddick,2013,Action,Color,English,USA,R,127,38000000
The Grace Card,2010,Drama,Color,English,USA,PG-13,101,200000
Space Jam,1996,Adventure,Color,English,USA,PG,88,80000000
Blue Streak,1999,Action,Color,English,USA,PG-13,93,65000000
The American,2010,Crime,Color,English,USA,R,105,20000000
Two Can Play That Game,2001,Comedy,Color,English,USA,R,90,6000000
Birthday Girl,2001,Comedy,Color,English,UK,R,93,13000000
The Cable Guy,1996,Comedy,Color,English,USA,PG-13,96,47000000
Nim's Island,2008,Adventure,Color,English,USA,PG,96,37000000
Noah,2014,Action,Color,English,USA,PG-13,138,125000000
Looney Tunes: Back in Action,2003,Adventure,Color,English,Germany,PG,91,80000000
Happy Christmas,2014,Comedy,Color,English,USA,R,82,70000
I Can Do Bad All by Myself,2009,Comedy,Color,English,USA,PG-13,113,13000000
The Island,2005,Action,Color,English,USA,PG-13,136,126000000
The Island,2005,Action,Color,English,USA,PG-13,136,126000000
Hook,1991,Adventure,Color,English,USA,PG,142,70000000
But I'm a Cheerleader,1999,Comedy,Color,English,USA,R,85,1200000
Predators,2010,Action,Color,English,USA,R,107,40000000
Die Another Day,2002,Action,Black and White,English,UK,PG-13,133,142000000
Nanny McPhee Returns,2010,Comedy,Color,English,UK,PG,109,35000000
Maniac,2012,Horror,Color,English,France,Not Rated,89,6000000
A Walk to Remember,2002,Drama,Color,English,USA,PG,101,11000000
It's Complicated,2009,Comedy,Color,English,USA,R,120,85000000
30 Days of Night,2007,Horror,Color,English,USA,R,113,32000000
Snitch,2013,Action,Color,English,USA,PG-13,112,15000000
Mean Machine,2001,Comedy,Color,English,UK,R,99,2500000
Snitch,2013,Action,Color,English,USA,PG-13,112,15000000
She's the Man,2006,Comedy,Color,English,USA,PG-13,105,20000000
Never Say Never Again,1983,Action,Color,English,UK,PG,121,36000000
Stuart Little,1999,Adventure,Color,English,Germany,PG,84,133000000
Friends with Money,2006,Comedy,Color,English,USA,R,88,6500000
Aquamarine,2006,Comedy,Color,English,USA,PG,104,12000000
Everybody's Fine,2009,Adventure,Color,English,USA,PG-13,99,21000000
Meet Joe Black,1998,Drama,Color,English,USA,PG-13,178,90000000
American Pie,1999,Comedy,Color,English,USA,R,95,11000000
The Proposal,2009,Comedy,Color,English,USA,PG-13,108,40000000
Wasabi,2001,Action,Color,French,France,R,94,15300000
Twilight Zone: The Movie,1983,Fantasy,Color,English,USA,PG,101,10000000
How to Lose a Guy in 10 Days,2003,Comedy,Color,English,USA,PG-13,116,50000000
17 Again,2009,Comedy,Color,English,USA,PG-13,102,20000000
Freakonomics,2010,Documentary,Color,English,USA,PG-13,93,3000000
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Comedy,Color,English,USA,PG,81,28000000
"For a Good Time, Call...",2012,Comedy,Color,English,USA,R,88,850000
Paranormal Activity 3,2011,Horror,Color,English,USA,R,94,5000000
I Am Sam,2001,Drama,Color,English,USA,PG-13,132,22000000
The Phantom of the Opera,2004,Drama,Black and White,English,UK,PG-13,143,70000000
The Time Traveler's Wife,2009,Drama,Color,English,USA,PG-13,107,39000000
The 33,2015,Biography,Color,English,Chile,PG-13,127,26000000
Absolute Power,1997,Action,Color,English,USA,R,121,50000000
American Reunion,2012,Comedy,Color,English,USA,R,113,50000000
My Blueberry Nights,2007,Drama,Color,English,Hong Kong,PG-13,95,10000000
Focus,2015,Comedy,Color,English,USA,R,105,50100000
Dune,1984,Action,Color,English,USA,PG-13,177,40000000
Savages,2012,Crime,Black and White,English,USA,R,141,45000000
Freeheld,2015,Biography,Color,English,USA,PG-13,103,7000000
Boynton Beach Club,2005,Comedy,Color,English,USA,R,105,1500000
The Perfect Storm,2000,Action,Color,English,USA,PG-13,130,140000000
She's Out of My League,2010,Comedy,Color,English,USA,R,104,20000000
The Cell,2000,Horror,Color,English,USA,R,109,33000000
Married Life,2007,Crime,Color,English,USA,PG-13,91,12000000
Scream 4,2011,Horror,Color,English,USA,R,111,40000000
City by the Sea,2002,Crime,Color,English,USA,R,108,60000000
Sweet Home Alabama,2002,Comedy,Color,English,USA,PG-13,108,38000000
Road Hard,2015,Comedy,Color,English,USA,,98,1500000
Magic Mike XXL,2015,Comedy,Color,English,USA,R,115,14800000
Whatever Works,2009,Comedy,Color,English,USA,PG-13,92,15000000
Little White Lies,2010,Comedy,Color,French,France,Not Rated,134,25000000
Final Destination,2000,Horror,Color,English,USA,R,98,23000000
The Call,2013,Crime,Color,English,USA,R,94,13000000
The Purge: Anarchy,2014,Action,Color,English,USA,R,103,9000000
Code 46,2003,Drama,Color,English,UK,R,93,7500000
Around the World in 80 Days,2004,Action,Color,English,USA,PG,120,110000000
Around the World in 80 Days,2004,Action,Color,English,USA,PG,120,110000000
Rubber,2010,Comedy,Color,English,France,R,82,500000
Don't Be Afraid of the Dark,2010,Fantasy,Color,English,USA,R,99,25000000
Warcraft,2016,Action,Color,English,USA,PG-13,123,160000000
50 First Dates,2004,Comedy,Color,English,USA,PG-13,99,75000000
Bruce Almighty,2003,Comedy,Color,English,USA,PG-13,101,81000000
Repo! The Genetic Opera,2008,Horror,Color,English,USA,R,150,8500000
What Lies Beneath,2000,Drama,Color,English,USA,PG-13,130,100000000
Edge of Darkness,2010,Crime,Color,English,UK,R,117,80000000
"Me, Myself & Irene",2000,Comedy,Color,English,USA,R,116,51000000
Road Trip,2000,Comedy,Color,English,USA,R,94,15600000
Step Up,2006,Crime,Color,English,USA,PG-13,104,12000000
The Other Side of Heaven,2001,Adventure,Color,English,USA,PG,113,7000000
Disclosure,1994,Drama,Color,English,USA,R,128,55000000
She's All That,1999,Comedy,Color,English,USA,PG-13,95,10000000
Josie and the Pussycats,2001,Comedy,Color,English,Canada,PG-13,98,22000000
Street Kings,2008,Action,Color,English,USA,R,109,20000000
Beyond the Sea,2004,Biography,Black and White,English,USA,PG-13,118,23000000
Center Stage,2000,Drama,Color,English,USA,PG-13,115,18000000
Wish I Was Here,2014,Comedy,Color,English,USA,R,106,6000000
Night at the Museum,2006,Action,Color,English,USA,PG,108,110000000
American Wedding,2003,Comedy,Color,English,USA,R,74,55000000
Rock Star,2001,Drama,Color,English,USA,R,105,57000000
Splice,2009,Drama,Color,English,Canada,R,104,26000000
Barbershop 2: Back in Business,2004,Comedy,Black and White,English,USA,PG-13,106,18000000
Peaceful Warrior,2006,Drama,Color,English,Germany,PG-13,120,10000000
The Lucky Ones,2008,Comedy,Color,English,USA,R,115,15000000
The Chumscrubber,2005,Comedy,Color,English,USA,R,108,6800000
Bottle Shock,2008,Comedy,Color,English,USA,PG-13,110,5000000
Albert Nobbs,2011,Drama,Color,English,UK,R,113,8000000
Tomorrowland,2015,Action,Color,English,USA,PG,130,190000000
Sex Drive,2008,Adventure,Color,English,USA,R,129,19000000
White House Down,2013,Action,Color,English,USA,PG-13,131,150000000
Thunder and the House of Magic,2013,Adventure,Color,English,Belgium,,85,34000000
Beerfest,2006,Comedy,Color,English,USA,R,110,17500000
The Campaign,2012,Comedy,Color,English,USA,R,85,95000000
Edtv,1999,Comedy,Color,English,USA,PG-13,122,55000000
The Mexican,2001,Adventure,Color,English,USA,R,123,34000000
Last Vegas,2013,Comedy,Color,English,USA,PG-13,105,28000000
Black or White,2014,Drama,Color,English,USA,PG-13,121,9000000
Star Wars: Episode I - The Phantom Menace,1999,Action,Color,English,USA,PG,136,115000000
The Replacements,2000,Comedy,Color,English,USA,PG-13,118,50000000
City of Ember,2008,Adventure,Color,English,USA,PG,90,55000000
Oculus,2013,Horror,Color,English,USA,R,104,5000000
Phantasm II,1988,Action,Color,English,USA,R,97,3000000
Paper Towns,2015,Drama,Color,English,USA,PG-13,109,12000000
Mars Attacks!,1996,Action,Color,English,USA,PG-13,106,70000000
Austin Powers in Goldmember,2002,Action,Color,English,USA,PG-13,94,63000000
Gerry,2002,Adventure,Color,English,USA,R,103,3500000
Final Destination 5,2011,Horror,Color,English,USA,R,92,40000000
The Last Exorcism,2010,Drama,Color,English,France,PG-13,87,1800000
Two Girls and a Guy,1997,Comedy,Color,English,USA,R,84,1000000
Glee: The 3D Concert Movie,2011,Documentary,Color,English,USA,PG,84,9000000
The Out-of-Towners,1999,Comedy,Color,English,USA,PG-13,90,40000000
Fame,2009,Comedy,Color,English,USA,PG,123,18000000
RED 2,2013,Action,Color,English,USA,PG-13,116,84000000
The Mighty Macs,2009,Drama,Color,English,USA,G,99,7000000
The World Is Not Enough,1999,Action,Color,English,UK,PG-13,128,135000000
The Dictator,2012,Comedy,Color,English,USA,R,99,65000000
Burlesque,2010,Drama,Color,English,USA,PG-13,119,55000000
Rambo: First Blood Part II,1985,Action,Color,English,USA,R,96,44000000
Moonraker,1979,Action,Color,English,UK,PG,126,34000000
The Family Stone,2005,Comedy,Color,English,USA,PG-13,103,17000000
For Your Consideration,2006,Comedy,Color,English,USA,PG-13,86,12000000
Insidious: Chapter 3,2015,Fantasy,Color,English,Canada,PG-13,97,10000000
Beyond the Black Rainbow,2010,Sci-Fi,Color,English,Canada,R,110,1100000
Guess Who,2005,Comedy,Color,English,USA,PG-13,105,35000000
High School Musical 3: Senior Year,2008,Comedy,Color,English,USA,G,112,11000000
The Other Boleyn Girl,2008,Biography,Color,English,UK,PG-13,115,35000000
The Taking of Pelham 1 2 3,2009,Action,Color,English,USA,R,106,100000000
Star Trek: Insurrection,1998,Action,Color,English,USA,PG,103,58000000
What Women Want,2000,Comedy,Color,English,USA,PG-13,127,70000000
The Killer Inside Me,2010,Crime,Color,English,USA,R,109,13000000
S.W.A.T.,2003,Action,Color,English,USA,PG-13,117,80000000
Jaws 2,1978,Adventure,Color,English,USA,PG,131,20000000
Remember Me,2010,Drama,Color,English,USA,PG-13,113,16000000
Serendipity,2001,Comedy,Color,English,USA,PG-13,82,28000000
Divergent,2014,Adventure,Color,English,USA,PG-13,139,85000000
The Rules of Attraction,2002,Comedy,Color,English,USA,R,110,4000000
Ransom,1996,Crime,Color,English,USA,R,139,80000000
Going the Distance,2010,Comedy,Color,English,USA,R,102,32000000
Sydney White,2007,Comedy,Color,English,USA,PG-13,108,16500000
Devil,2010,Horror,Color,English,USA,PG-13,80,10000000
Jack Ryan: Shadow Recruit,2014,Action,Color,English,USA,PG-13,105,60000000
Duplicity,2009,Comedy,Color,English,USA,PG-13,125,60000000
The Waterboy,1998,Comedy,Black and White,English,USA,PG-13,90,20000000
The Alamo,2004,Drama,Color,English,USA,PG-13,137,107000000
Casper,1995,Comedy,Color,English,USA,PG,100,50000000
The Alamo,2004,Drama,Color,English,USA,PG-13,137,107000000
Godzilla 2000,1999,Action,Color,Japanese,Japan,PG,99,1000000000
G.I. Jane,1997,Action,Color,English,USA,R,125,50000000
The Curse of the Jade Scorpion,2001,Comedy,Color,English,USA,PG-13,103,26000000
The Perfect Host,2010,Comedy,Color,English,USA,R,93,500000
The Exorcism of Emily Rose,2005,Drama,Color,English,USA,PG-13,122,20000000
Wyatt Earp,1994,Adventure,Color,English,USA,PG-13,212,63000000
Beverly Hills Cop II,1987,Action,Color,English,USA,R,100,28000000
Bee Movie,2007,Adventure,Color,English,USA,PG,91,150000000
Diary of a Wimpy Kid,2010,Comedy,Color,English,USA,PG,94,15000000
Extract,2009,Comedy,Color,English,USA,R,92,8000000
Two Weeks Notice,2002,Comedy,Color,English,USA,PG-13,101,60000000
Nancy Drew,2007,Comedy,Color,English,USA,PG,99,20000000
Clash of the Titans,2010,Action,Color,English,USA,PG-13,106,125000000
Clash of the Titans,2010,Action,Color,English,USA,PG-13,106,125000000
My Bloody Valentine,2009,Horror,Color,English,USA,R,101,15000000
Creative Control,2015,Drama,Color,English,USA,R,97,1000000
P.S. I Love You,2007,Drama,Color,English,USA,PG-13,126,30000000
Ace Ventura: Pet Detective,1994,Comedy,Color,English,USA,PG-13,78,12000000
Taking Woodstock,2009,Comedy,Color,English,USA,R,120,30000000
The Lost City,2005,Drama,Color,English,USA,R,144,9600000
Mambo Italiano,2003,Comedy,Color,English,Canada,R,92,5000000
Prince of Persia: The Sands of Time,2010,Action,Color,English,USA,PG-13,116,200000000
Stop-Loss,2008,Drama,Color,English,USA,R,112,25000000
Death to Smoochy,2002,Comedy,Color,English,UK,R,109,55000000
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,Adventure,Color,English,USA,PG,113,155000000
No Reservations,2007,Comedy,Color,English,USA,PG,104,28000000
Albino Alligator,1996,Crime,Color,English,USA,R,97,5000000
Twins,1988,Comedy,Color,English,USA,PG,107,15000000
The Children of Huang Shi,2008,Drama,Color,English,Australia,R,125,40000000
Sinbad: Legend of the Seven Seas,2003,Adventure,Color,English,USA,PG,85,60000000
The 13th Warrior,1999,Action,Color,English,USA,R,102,85000000
Tears of the Sun,2003,Action,Color,English,USA,R,142,70000000
Oz the Great and Powerful,2013,Adventure,Color,English,USA,PG,130,215000000
The Iron Lady,2011,Biography,Color,English,UK,PG-13,105,13000000
Oz the Great and Powerful,2013,Adventure,Color,English,USA,PG,130,215000000
The Siege,1998,Action,Color,English,USA,R,116,70000000
Romeo Must Die,2000,Action,Color,English,USA,R,115,25000000
How to Deal,2003,Comedy,Color,English,USA,PG-13,101,16000000
Annie,2014,Comedy,Color,English,USA,PG,118,65000000
Madea's Family Reunion,2006,Comedy,Color,English,USA,PG-13,107,6000000
Trade,2007,Crime,Color,English,Germany,R,120,12000000
Chasing Mavericks,2012,Biography,Color,English,USA,PG,116,20000000
In the Heart of the Sea,2015,Action,Color,English,USA,PG-13,122,100000000
Armageddon,1998,Action,Color,English,USA,PG-13,153,140000000
Flyboys,2006,Action,Black and White,English,UK,PG-13,140,60000000
Letters to Juliet,2010,Comedy,Color,English,USA,PG,105,30000000
American Pie 2,2001,Comedy,Color,English,USA,R,108,30000000
Leap Year,2010,Comedy,Color,English,USA,PG,100,19000000
Jack the Giant Slayer,2013,Adventure,Color,English,USA,PG-13,114,195000000
The Astronaut Farmer,2006,Adventure,Color,English,USA,PG,104,13000000
Bring It On,2000,Comedy,Color,English,USA,PG-13,98,10000000
Blue Crush,2002,Drama,Color,English,USA,PG-13,104,30000000
Underworld: Evolution,2006,Action,Color,English,USA,R,102,50000000
Snow Falling on Cedars,1999,Drama,Color,English,USA,PG-13,127,36000000
The Mechanic,2011,Action,Color,English,USA,R,93,40000000
The Expendables,2010,Action,Color,English,USA,R,113,80000000
Rio 2,2014,Adventure,Color,English,USA,G,101,103000000
Minions,2015,Action,Color,English,USA,PG,91,74000000
In & Out,1997,Comedy,Color,English,USA,PG-13,90,35000000
This Is 40,2012,Comedy,Color,English,USA,R,134,35000000
Chéri,2009,Comedy,Color,English,UK,R,100,23000000
Snow White and the Huntsman,2012,Action,Color,English,USA,PG-13,132,170000000
Neighbors 2: Sorority Rising,2016,Comedy,Color,English,USA,R,92,35000000
Mickey Blue Eyes,1999,Comedy,Color,English,UK,PG-13,102,40000000
Diary of the Dead,2007,Horror,Color,English,USA,R,95,2000000
Pulse,2006,Drama,Color,English,USA,PG-13,90,20000000
To Save a Life,2009,Drama,Color,English,USA,PG-13,120,1000000
May,2002,Drama,Color,English,USA,R,93,500000
Wall Street: Money Never Sleeps,2010,Drama,Color,English,USA,PG-13,136,70000000
The Deep End of the Ocean,1999,Drama,Color,English,USA,PG-13,106,40000000
The Tale of Despereaux,2008,Adventure,Color,English,UK,G,93,60000000
The Purge: Election Year,2016,Action,Color,English,France,R,109,10000000
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Adventure,Color,English,USA,G,85,15000000
A Nightmare on Elm Street 4: The Dream Master,1988,Fantasy,Color,English,USA,R,99,7000000
Open Water,2003,Adventure,Color,English,USA,R,79,500000
Spring Breakers,2012,Crime,Color,English,USA,R,94,5000000
Law Abiding Citizen,2009,Crime,Color,English,USA,R,118,50000000
Anonymous,2011,Drama,Color,English,UK,PG-13,130,30000000
Wild Target,2010,Action,Color,English,UK,PG-13,98,8000000
Bicentennial Man,1999,Comedy,Color,English,USA,PG,132,100000000
No Escape,2015,Action,Color,English,USA,R,103,5000000
This Is Where I Leave You,2014,Comedy,Color,English,USA,R,103,19800000
Olympus Has Fallen,2013,Action,Color,English,USA,R,119,70000000
The Punisher,2004,Action,Color,English,USA,R,140,33000000
Dead Man Down,2013,Action,Color,English,USA,R,118,30000000
Death Race,2008,Action,Color,English,USA,R,111,45000000
Femme Fatale,2002,Crime,Color,English,France,R,114,35000000
The Saint,1997,Action,Color,English,USA,PG-13,116,68000000
Last Action Hero,1993,Action,Color,English,USA,PG-13,130,70000000
Crossroads,2002,Comedy,Color,English,USA,PG-13,93,12000000
Crossroads,2002,Comedy,Color,English,USA,PG-13,93,12000000
Scoop,2006,Comedy,Color,English,UK,PG-13,96,4000000
The Odd Life of Timothy Green,2012,Comedy,Color,English,USA,PG,105,25000000
J. Edgar,2011,Biography,Color,English,USA,R,137,35000000
The Village,2004,Drama,Color,English,USA,PG-13,108,60000000
Hancock,2008,Action,Color,English,USA,PG-13,102,150000000
Open Season,2006,Adventure,Color,English,USA,PG,83,85000000
